Participant,Difficulty,Technique,Time
s0483,Level1,A,0.97
s0483,Level1,B,0.58
s0483,Level1,C,0.47
s0483,Level2,A,0.29
s0483,Level2,B,0.36
s0483,Level2,C,0.59
s0483,Level3,A,0.24
s0483,Level3,B,0.96
s0483,Level3,C,0.52
s0483,Level4,A,3.26
s0483,Level4,B,1.67
s0483,Level4,C,2.94
s0484,Level1,A,0.36
s0484,Level1,B,0.29
s0484,Level1,C,0.19
s0484,Level2,A,0.36
s0484,Level2,B,0.18
s0484,Level2,C,0.25
s0484,Level3,A,0.13
s0484,Level3,B,0.22
s0484,Level3,C,0.24
s0484,Level4,A,2.75
s0484,Level4,B,1.95
s0484,Level4,C,4.56
s0485,Level1,A,0.65
s0485,Level1,B,0.24
s0485,Level1,C,0.46
s0485,Level2,A,0.81
s0485,Level2,B,0.6
s0485,Level2,C,1.45
s0485,Level3,A,2.11
s0485,Level3,B,0.57
s0485,Level3,C,0.49
s0485,Level4,A,7.58
s0485,Level4,B,2.07
s0485,Level4,C,5.75
s0486,Level1,A,0.29
s0486,Level1,B,0.28
s0486,Level1,C,0.76
s0486,Level2,A,1.04
s0486,Level2,B,0.33
s0486,Level2,C,0.22
s0486,Level3,A,0.38
s0486,Level3,B,0.33
s0486,Level3,C,0.28
s0486,Level4,A,1.76
s0486,Level4,B,1.72
s0486,Level4,C,2.47
s0487,Level1,A,0.53
s0487,Level1,B,1.29
s0487,Level1,C,0.99
s0487,Level2,A,0.35
s0487,Level2,B,0.84
s0487,Level2,C,1.94
s0487,Level3,A,0.65
s0487,Level3,B,0.64
s0487,Level3,C,0.42
s0487,Level4,A,5.13
s0487,Level4,B,4.4
s0487,Level4,C,4.95
s0488,Level1,A,0.12
s0488,Level1,B,0.34
s0488,Level1,C,0.31
s0488,Level2,A,0.37
s0488,Level2,B,0.19
s0488,Level2,C,0.3
s0488,Level3,A,0.24
s0488,Level3,B,0.59
s0488,Level3,C,0.25
s0488,Level4,A,1.66
s0488,Level4,B,1.14
s0488,Level4,C,1.14
s0489,Level1,A,0.66
s0489,Level1,B,0.47
s0489,Level1,C,0.41
s0489,Level2,A,0.64
s0489,Level2,B,0.56
s0489,Level2,C,0.17
s0489,Level3,A,0.55
s0489,Level3,B,0.9
s0489,Level3,C,0.55
s0489,Level4,A,5.36
s0489,Level4,B,4.82
s0489,Level4,C,2.91
s0490,Level1,A,0.39
s0490,Level1,B,0.37
s0490,Level1,C,0.25
s0490,Level2,A,0.57
s0490,Level2,B,0.29
s0490,Level2,C,0.47
s0490,Level3,A,0.38
s0490,Level3,B,0.53
s0490,Level3,C,0.27
s0490,Level4,A,6.28
s0490,Level4,B,1.61
s0490,Level4,C,3.13
s0491,Level1,A,0.26
s0491,Level1,B,0.31
s0491,Level1,C,0.19
s0491,Level2,A,0.78
s0491,Level2,B,0.43
s0491,Level2,C,0.4
s0491,Level3,A,0.61
s0491,Level3,B,0.61
s0491,Level3,C,0.5
s0491,Level4,A,1.57
s0491,Level4,B,3.96
s0491,Level4,C,3.42
s0492,Level1,A,0.57
s0492,Level1,B,1.34
s0492,Level1,C,0.83
s0492,Level2,A,0.65
s0492,Level2,B,0.79
s0492,Level2,C,0.69
s0492,Level3,A,0.6
s0492,Level3,B,0.26
s0492,Level3,C,0.69
s0492,Level4,A,2.76
s0492,Level4,B,4.99
s0492,Level4,C,3.08
s0493,Level1,A,0.43
s0493,Level1,B,0.22
s0493,Level1,C,0.26
s0493,Level2,A,0.49
s0493,Level2,B,0.78
s0493,Level2,C,0.24
s0493,Level3,A,0.64
s0493,Level3,B,0.36
s0493,Level3,C,0.7
s0493,Level4,A,4.3
s0493,Level4,B,3.66
s0493,Level4,C,5.4
s0494,Level1,A,0.29
s0494,Level1,B,0.43
s0494,Level1,C,0.7
s0494,Level2,A,0.39
s0494,Level2,B,0.32
s0494,Level2,C,0.28
s0494,Level3,A,1.11
s0494,Level3,B,0.55
s0494,Level3,C,0.41
s0494,Level4,A,4.48
s0494,Level4,B,3.08
s0494,Level4,C,4.75
s0495,Level1,A,0.71
s0495,Level1,B,0.94
s0495,Level1,C,0.4
s0495,Level2,A,0.51
s0495,Level2,B,0.72
s0495,Level2,C,1.05
s0495,Level3,A,1.64
s0495,Level3,B,0.43
s0495,Level3,C,1.87
s0495,Level4,A,6.15
s0495,Level4,B,3.84
s0495,Level4,C,5.08
s0496,Level1,A,0.83
s0496,Level1,B,0.97
s0496,Level1,C,0.42
s0496,Level2,A,0.77
s0496,Level2,B,0.57
s0496,Level2,C,0.78
s0496,Level3,A,0.76
s0496,Level3,B,0.38
s0496,Level3,C,0.45
s0496,Level4,A,2.69
s0496,Level4,B,7.48
s0496,Level4,C,5.93
s0497,Level1,A,0.45
s0497,Level1,B,0.26
s0497,Level1,C,0.31
s0497,Level2,A,0.61
s0497,Level2,B,0.42
s0497,Level2,C,0.38
s0497,Level3,A,0.2
s0497,Level3,B,0.65
s0497,Level3,C,0.5
s0497,Level4,A,1.18
s0497,Level4,B,4.39
s0497,Level4,C,3.49
s0498,Level1,A,1.03
s0498,Level1,B,1.61
s0498,Level1,C,0.94
s0498,Level2,A,0.75
s0498,Level2,B,1.09
s0498,Level2,C,1.84
s0498,Level3,A,1.48
s0498,Level3,B,1.15
s0498,Level3,C,0.63
s0498,Level4,A,8.91
s0498,Level4,B,6.63
s0498,Level4,C,4.5
s0499,Level1,A,0.58
s0499,Level1,B,0.59
s0499,Level1,C,0.41
s0499,Level2,A,0.45
s0499,Level2,B,0.23
s0499,Level2,C,1.55
s0499,Level3,A,1.15
s0499,Level3,B,0.98
s0499,Level3,C,0.77
s0499,Level4,A,5.71
s0499,Level4,B,3.17
s0499,Level4,C,6.06
s0500,Level1,A,1
s0500,Level1,B,0.5
s0500,Level1,C,0.7
s0500,Level2,A,0.75
s0500,Level2,B,0.96
s0500,Level2,C,0.63
s0500,Level3,A,0.75
s0500,Level3,B,0.41
s0500,Level3,C,1.17
s0500,Level4,A,3.53
s0500,Level4,B,4.46
s0500,Level4,C,3.6
s0501,Level1,A,1.1
s0501,Level1,B,0.85
s0501,Level1,C,0.42
s0501,Level2,A,0.71
s0501,Level2,B,0.87
s0501,Level2,C,0.54
s0501,Level3,A,1.27
s0501,Level3,B,0.44
s0501,Level3,C,2.12
s0501,Level4,A,3.6
s0501,Level4,B,2.93
s0501,Level4,C,1.89
s0502,Level1,A,0.65
s0502,Level1,B,0.9
s0502,Level1,C,0.97
s0502,Level2,A,0.51
s0502,Level2,B,0.84
s0502,Level2,C,1.13
s0502,Level3,A,2.11
s0502,Level3,B,0.77
s0502,Level3,C,0.35
s0502,Level4,A,4.8
s0502,Level4,B,6.31
s0502,Level4,C,3.06
s0503,Level1,A,2.34
s0503,Level1,B,1.03
s0503,Level1,C,0.91
s0503,Level2,A,1.09
s0503,Level2,B,0.47
s0503,Level2,C,0.64
s0503,Level3,A,1.18
s0503,Level3,B,1.4
s0503,Level3,C,0.75
s0503,Level4,A,4.15
s0503,Level4,B,7.81
s0503,Level4,C,4.07
s0504,Level1,A,1.26
s0504,Level1,B,0.59
s0504,Level1,C,0.57
s0504,Level2,A,0.97
s0504,Level2,B,0.56
s0504,Level2,C,0.64
s0504,Level3,A,0.37
s0504,Level3,B,0.33
s0504,Level3,C,0.51
s0504,Level4,A,3.7
s0504,Level4,B,2.46
s0504,Level4,C,3.16
s0505,Level1,A,1.37
s0505,Level1,B,0.71
s0505,Level1,C,1.55
s0505,Level2,A,2.62
s0505,Level2,B,1.27
s0505,Level2,C,2.85
s0505,Level3,A,1.33
s0505,Level3,B,1.35
s0505,Level3,C,2.31
s0505,Level4,A,8.93
s0505,Level4,B,10.71
s0505,Level4,C,4.71
s0506,Level1,A,0.6
s0506,Level1,B,0.63
s0506,Level1,C,0.63
s0506,Level2,A,1.1
s0506,Level2,B,0.51
s0506,Level2,C,0.93
s0506,Level3,A,0.79
s0506,Level3,B,1.13
s0506,Level3,C,0.96
s0506,Level4,A,6
s0506,Level4,B,4.35
s0506,Level4,C,3.32
s0507,Level1,A,2.12
s0507,Level1,B,0.66
s0507,Level1,C,1.1
s0507,Level2,A,2.09
s0507,Level2,B,3.1
s0507,Level2,C,0.7
s0507,Level3,A,2.65
s0507,Level3,B,1.38
s0507,Level3,C,0.71
s0507,Level4,A,8.04
s0507,Level4,B,7.29
s0507,Level4,C,8.86
s0508,Level1,A,1.2
s0508,Level1,B,0.62
s0508,Level1,C,1.15
s0508,Level2,A,1.54
s0508,Level2,B,1.14
s0508,Level2,C,1.38
s0508,Level3,A,0.86
s0508,Level3,B,0.67
s0508,Level3,C,0.67
s0508,Level4,A,3.53
s0508,Level4,B,2.17
s0508,Level4,C,7.83
s0509,Level1,A,0.6
s0509,Level1,B,0.48
s0509,Level1,C,0.58
s0509,Level2,A,0.42
s0509,Level2,B,0.49
s0509,Level2,C,0.51
s0509,Level3,A,0.4
s0509,Level3,B,0.77
s0509,Level3,C,0.62
s0509,Level4,A,3.17
s0509,Level4,B,2.29
s0509,Level4,C,2.4
s0510,Level1,A,1.53
s0510,Level1,B,1.52
s0510,Level1,C,2.33
s0510,Level2,A,1.48
s0510,Level2,B,2.49
s0510,Level2,C,4.7
s0510,Level3,A,0.62
s0510,Level3,B,1.22
s0510,Level3,C,1.21
s0510,Level4,A,7.19
s0510,Level4,B,10.3
s0510,Level4,C,6.43
s0511,Level1,A,0.64
s0511,Level1,B,0.4
s0511,Level1,C,1.07
s0511,Level2,A,0.26
s0511,Level2,B,0.87
s0511,Level2,C,0.38
s0511,Level3,A,0.81
s0511,Level3,B,0.29
s0511,Level3,C,0.49
s0511,Level4,A,1.71
s0511,Level4,B,4.01
s0511,Level4,C,3.15
s0512,Level1,A,0.55
s0512,Level1,B,0.84
s0512,Level1,C,1.54
s0512,Level2,A,0.58
s0512,Level2,B,0.94
s0512,Level2,C,0.71
s0512,Level3,A,0.61
s0512,Level3,B,0.88
s0512,Level3,C,0.77
s0512,Level4,A,7.77
s0512,Level4,B,3.48
s0512,Level4,C,5.17
s0513,Level1,A,1.62
s0513,Level1,B,1.53
s0513,Level1,C,1.32
s0513,Level2,A,1.05
s0513,Level2,B,1.02
s0513,Level2,C,0.77
s0513,Level3,A,0.68
s0513,Level3,B,0.57
s0513,Level3,C,1.83
s0513,Level4,A,7.1
s0513,Level4,B,6.24
s0513,Level4,C,5.1
s0514,Level1,A,2.18
s0514,Level1,B,1.14
s0514,Level1,C,1.78
s0514,Level2,A,0.86
s0514,Level2,B,0.57
s0514,Level2,C,0.76
s0514,Level3,A,1.3
s0514,Level3,B,0.84
s0514,Level3,C,2.07
s0514,Level4,A,4.88
s0514,Level4,B,4.41
s0514,Level4,C,2.94
s0515,Level1,A,0.26
s0515,Level1,B,0.19
s0515,Level1,C,0.28
s0515,Level2,A,0.15
s0515,Level2,B,0.39
s0515,Level2,C,0.28
s0515,Level3,A,0.33
s0515,Level3,B,1.11
s0515,Level3,C,0.46
s0515,Level4,A,2.95
s0515,Level4,B,3.44
s0515,Level4,C,2.27
s0516,Level1,A,0.27
s0516,Level1,B,0.47
s0516,Level1,C,0.29
s0516,Level2,A,0.41
s0516,Level2,B,0.3
s0516,Level2,C,0.32
s0516,Level3,A,0.28
s0516,Level3,B,0.26
s0516,Level3,C,0.26
s0516,Level4,A,2.36
s0516,Level4,B,1.93
s0516,Level4,C,3.17
s0517,Level1,A,0.66
s0517,Level1,B,0.66
s0517,Level1,C,0.57
s0517,Level2,A,0.78
s0517,Level2,B,0.38
s0517,Level2,C,0.88
s0517,Level3,A,0.48
s0517,Level3,B,1.76
s0517,Level3,C,1.41
s0517,Level4,A,7.29
s0517,Level4,B,4.53
s0517,Level4,C,2.34
s0518,Level1,A,0.55
s0518,Level1,B,1.09
s0518,Level1,C,0.61
s0518,Level2,A,1.02
s0518,Level2,B,1
s0518,Level2,C,1.12
s0518,Level3,A,1.83
s0518,Level3,B,1
s0518,Level3,C,1.23
s0518,Level4,A,6.48
s0518,Level4,B,10.06
s0518,Level4,C,4.7
s0519,Level1,A,1.74
s0519,Level1,B,1.54
s0519,Level1,C,0.9
s0519,Level2,A,0.78
s0519,Level2,B,1.68
s0519,Level2,C,0.31
s0519,Level3,A,1
s0519,Level3,B,0.52
s0519,Level3,C,1.04
s0519,Level4,A,2.47
s0519,Level4,B,4.1
s0519,Level4,C,5.09
s0520,Level1,A,0.52
s0520,Level1,B,0.95
s0520,Level1,C,0.37
s0520,Level2,A,0.7
s0520,Level2,B,0.34
s0520,Level2,C,1.09
s0520,Level3,A,1
s0520,Level3,B,0.71
s0520,Level3,C,0.44
s0520,Level4,A,4.86
s0520,Level4,B,3.75
s0520,Level4,C,4.83
s0521,Level1,A,0.84
s0521,Level1,B,0.82
s0521,Level1,C,0.49
s0521,Level2,A,0.52
s0521,Level2,B,0.43
s0521,Level2,C,0.27
s0521,Level3,A,0.55
s0521,Level3,B,0.8
s0521,Level3,C,2.08
s0521,Level4,A,3.17
s0521,Level4,B,1.18
s0521,Level4,C,4.09
s0522,Level1,A,0.95
s0522,Level1,B,0.55
s0522,Level1,C,0.91
s0522,Level2,A,0.58
s0522,Level2,B,0.58
s0522,Level2,C,1.34
s0522,Level3,A,1.1
s0522,Level3,B,0.97
s0522,Level3,C,0.98
s0522,Level4,A,6.74
s0522,Level4,B,6.58
s0522,Level4,C,4.2
s0523,Level1,A,0.21
s0523,Level1,B,0.12
s0523,Level1,C,0.06
s0523,Level2,A,0.2
s0523,Level2,B,0.1
s0523,Level2,C,0.1
s0523,Level3,A,0.21
s0523,Level3,B,0.15
s0523,Level3,C,0.18
s0523,Level4,A,1.66
s0523,Level4,B,2.18
s0523,Level4,C,1.6
s0524,Level1,A,0.4
s0524,Level1,B,0.39
s0524,Level1,C,0.39
s0524,Level2,A,0.64
s0524,Level2,B,0.99
s0524,Level2,C,0.37
s0524,Level3,A,0.54
s0524,Level3,B,0.57
s0524,Level3,C,0.69
s0524,Level4,A,4.26
s0524,Level4,B,2.78
s0524,Level4,C,7.87
s0525,Level1,A,0.55
s0525,Level1,B,0.41
s0525,Level1,C,0.4
s0525,Level2,A,0.75
s0525,Level2,B,0.46
s0525,Level2,C,0.51
s0525,Level3,A,0.75
s0525,Level3,B,1.53
s0525,Level3,C,0.35
s0525,Level4,A,2.86
s0525,Level4,B,2.03
s0525,Level4,C,4.61
s0526,Level1,A,0.83
s0526,Level1,B,0.55
s0526,Level1,C,0.76
s0526,Level2,A,0.97
s0526,Level2,B,0.78
s0526,Level2,C,0.43
s0526,Level3,A,1.75
s0526,Level3,B,1.21
s0526,Level3,C,0.92
s0526,Level4,A,1.99
s0526,Level4,B,3.93
s0526,Level4,C,2.71
s0527,Level1,A,0.24
s0527,Level1,B,0.32
s0527,Level1,C,0.44
s0527,Level2,A,0.43
s0527,Level2,B,0.37
s0527,Level2,C,0.52
s0527,Level3,A,0.18
s0527,Level3,B,0.33
s0527,Level3,C,0.56
s0527,Level4,A,3.7
s0527,Level4,B,2.94
s0527,Level4,C,0.83
s0528,Level1,A,0.4
s0528,Level1,B,1.24
s0528,Level1,C,0.69
s0528,Level2,A,0.57
s0528,Level2,B,0.55
s0528,Level2,C,0.82
s0528,Level3,A,0.79
s0528,Level3,B,0.51
s0528,Level3,C,0.83
s0528,Level4,A,3.43
s0528,Level4,B,3.94
s0528,Level4,C,3.66
s0529,Level1,A,0.34
s0529,Level1,B,0.53
s0529,Level1,C,0.39
s0529,Level2,A,0.45
s0529,Level2,B,1.15
s0529,Level2,C,0.25
s0529,Level3,A,1.7
s0529,Level3,B,0.78
s0529,Level3,C,0.42
s0529,Level4,A,3.34
s0529,Level4,B,2.45
s0529,Level4,C,3.31
s0530,Level1,A,0.35
s0530,Level1,B,0.3
s0530,Level1,C,0.19
s0530,Level2,A,0.3
s0530,Level2,B,0.16
s0530,Level2,C,0.51
s0530,Level3,A,0.61
s0530,Level3,B,0.54
s0530,Level3,C,0.6
s0530,Level4,A,1.53
s0530,Level4,B,1.48
s0530,Level4,C,1.15
s0531,Level1,A,0.47
s0531,Level1,B,0.4
s0531,Level1,C,0.2
s0531,Level2,A,0.15
s0531,Level2,B,0.27
s0531,Level2,C,0.79
s0531,Level3,A,0.37
s0531,Level3,B,0.44
s0531,Level3,C,0.21
s0531,Level4,A,2.16
s0531,Level4,B,1.48
s0531,Level4,C,2.49
s0532,Level1,A,0.45
s0532,Level1,B,0.31
s0532,Level1,C,0.53
s0532,Level2,A,0.25
s0532,Level2,B,0.56
s0532,Level2,C,0.47
s0532,Level3,A,0.42
s0532,Level3,B,0.2
s0532,Level3,C,0.25
s0532,Level4,A,2.95
s0532,Level4,B,4.44
s0532,Level4,C,4.16
s0533,Level1,A,2.66
s0533,Level1,B,0.73
s0533,Level1,C,2.23
s0533,Level2,A,0.77
s0533,Level2,B,2.96
s0533,Level2,C,1.73
s0533,Level3,A,0.85
s0533,Level3,B,1.12
s0533,Level3,C,1.46
s0533,Level4,A,6.04
s0533,Level4,B,1.87
s0533,Level4,C,15.14
s0534,Level1,A,0.33
s0534,Level1,B,0.35
s0534,Level1,C,0.32
s0534,Level2,A,0.53
s0534,Level2,B,0.28
s0534,Level2,C,0.18
s0534,Level3,A,0.58
s0534,Level3,B,0.39
s0534,Level3,C,0.4
s0534,Level4,A,1.38
s0534,Level4,B,2.61
s0534,Level4,C,1.95
s0535,Level1,A,1.64
s0535,Level1,B,2.04
s0535,Level1,C,0.71
s0535,Level2,A,1.08
s0535,Level2,B,1.25
s0535,Level2,C,1.54
s0535,Level3,A,1.63
s0535,Level3,B,0.61
s0535,Level3,C,1.22
s0535,Level4,A,12.02
s0535,Level4,B,3.63
s0535,Level4,C,3.19
s0536,Level1,A,1.39
s0536,Level1,B,0.27
s0536,Level1,C,0.54
s0536,Level2,A,1.94
s0536,Level2,B,1.27
s0536,Level2,C,1.43
s0536,Level3,A,0.39
s0536,Level3,B,1.18
s0536,Level3,C,0.67
s0536,Level4,A,4.61
s0536,Level4,B,5.02
s0536,Level4,C,6.07
s0537,Level1,A,0.26
s0537,Level1,B,0.65
s0537,Level1,C,0.8
s0537,Level2,A,0.47
s0537,Level2,B,0.16
s0537,Level2,C,0.41
s0537,Level3,A,0.76
s0537,Level3,B,0.62
s0537,Level3,C,0.54
s0537,Level4,A,1.93
s0537,Level4,B,1.59
s0537,Level4,C,2.68
s0538,Level1,A,1.58
s0538,Level1,B,1.19
s0538,Level1,C,1.44
s0538,Level2,A,0.47
s0538,Level2,B,0.47
s0538,Level2,C,0.92
s0538,Level3,A,0.76
s0538,Level3,B,1.01
s0538,Level3,C,0.53
s0538,Level4,A,7.54
s0538,Level4,B,3.86
s0538,Level4,C,4.24
s0539,Level1,A,3.51
s0539,Level1,B,1.22
s0539,Level1,C,2
s0539,Level2,A,1.86
s0539,Level2,B,0.85
s0539,Level2,C,1.31
s0539,Level3,A,1.92
s0539,Level3,B,1.44
s0539,Level3,C,2.04
s0539,Level4,A,10.53
s0539,Level4,B,7.38
s0539,Level4,C,13.29
s0540,Level1,A,0.65
s0540,Level1,B,0.46
s0540,Level1,C,0.54
s0540,Level2,A,0.61
s0540,Level2,B,0.62
s0540,Level2,C,0.61
s0540,Level3,A,0.69
s0540,Level3,B,0.71
s0540,Level3,C,0.7
s0540,Level4,A,3.16
s0540,Level4,B,1.75
s0540,Level4,C,3.24
s0541,Level1,A,0.29
s0541,Level1,B,0.3
s0541,Level1,C,0.48
s0541,Level2,A,1.14
s0541,Level2,B,0.19
s0541,Level2,C,0.64
s0541,Level3,A,0.59
s0541,Level3,B,0.4
s0541,Level3,C,0.25
s0541,Level4,A,2.54
s0541,Level4,B,4.6
s0541,Level4,C,0.89
s0542,Level1,A,0.98
s0542,Level1,B,0.77
s0542,Level1,C,0.99
s0542,Level2,A,0.64
s0542,Level2,B,1.05
s0542,Level2,C,1.26
s0542,Level3,A,1.26
s0542,Level3,B,0.49
s0542,Level3,C,0.95
s0542,Level4,A,3.1
s0542,Level4,B,1.89
s0542,Level4,C,3.92
s0543,Level1,A,0.33
s0543,Level1,B,0.25
s0543,Level1,C,0.29
s0543,Level2,A,0.45
s0543,Level2,B,0.22
s0543,Level2,C,0.24
s0543,Level3,A,0.43
s0543,Level3,B,0.69
s0543,Level3,C,0.43
s0543,Level4,A,2.44
s0543,Level4,B,3.1
s0543,Level4,C,1.76
s0544,Level1,A,0.52
s0544,Level1,B,0.75
s0544,Level1,C,0.92
s0544,Level2,A,0.94
s0544,Level2,B,1.09
s0544,Level2,C,0.35
s0544,Level3,A,0.43
s0544,Level3,B,1.04
s0544,Level3,C,0.31
s0544,Level4,A,6.95
s0544,Level4,B,2.59
s0544,Level4,C,2.97
s0545,Level1,A,0.27
s0545,Level1,B,0.57
s0545,Level1,C,0.48
s0545,Level2,A,0.95
s0545,Level2,B,0.5
s0545,Level2,C,0.53
s0545,Level3,A,1.34
s0545,Level3,B,0.48
s0545,Level3,C,0.75
s0545,Level4,A,3.66
s0545,Level4,B,3.45
s0545,Level4,C,3.02
s0546,Level1,A,0.75
s0546,Level1,B,0.91
s0546,Level1,C,0.52
s0546,Level2,A,1.48
s0546,Level2,B,1.04
s0546,Level2,C,1.45
s0546,Level3,A,0.43
s0546,Level3,B,1.74
s0546,Level3,C,1.23
s0546,Level4,A,3.14
s0546,Level4,B,3.41
s0546,Level4,C,5.71
s0547,Level1,A,0.43
s0547,Level1,B,0.72
s0547,Level1,C,0.92
s0547,Level2,A,0.25
s0547,Level2,B,0.24
s0547,Level2,C,0.7
s0547,Level3,A,0.2
s0547,Level3,B,0.28
s0547,Level3,C,0.42
s0547,Level4,A,4.62
s0547,Level4,B,3.39
s0547,Level4,C,4.27
s0548,Level1,A,1.71
s0548,Level1,B,0.96
s0548,Level1,C,0.63
s0548,Level2,A,0.44
s0548,Level2,B,0.99
s0548,Level2,C,0.37
s0548,Level3,A,0.56
s0548,Level3,B,1.01
s0548,Level3,C,0.93
s0548,Level4,A,6.09
s0548,Level4,B,7.51
s0548,Level4,C,4.42
s0549,Level1,A,0.65
s0549,Level1,B,0.15
s0549,Level1,C,0.28
s0549,Level2,A,0.32
s0549,Level2,B,0.18
s0549,Level2,C,0.57
s0549,Level3,A,0.26
s0549,Level3,B,0.32
s0549,Level3,C,0.31
s0549,Level4,A,3.67
s0549,Level4,B,2.05
s0549,Level4,C,2.8
s0550,Level1,A,0.83
s0550,Level1,B,1.75
s0550,Level1,C,0.51
s0550,Level2,A,0.55
s0550,Level2,B,1.59
s0550,Level2,C,0.82
s0550,Level3,A,0.38
s0550,Level3,B,0.45
s0550,Level3,C,0.47
s0550,Level4,A,2.94
s0550,Level4,B,3.35
s0550,Level4,C,5.27
s0551,Level1,A,0.53
s0551,Level1,B,0.17
s0551,Level1,C,0.33
s0551,Level2,A,0.25
s0551,Level2,B,0.5
s0551,Level2,C,0.52
s0551,Level3,A,1.14
s0551,Level3,B,0.38
s0551,Level3,C,0.76
s0551,Level4,A,1.47
s0551,Level4,B,2.49
s0551,Level4,C,1.16
s0552,Level1,A,0.96
s0552,Level1,B,0.47
s0552,Level1,C,0.94
s0552,Level2,A,0.6
s0552,Level2,B,0.3
s0552,Level2,C,1.42
s0552,Level3,A,0.36
s0552,Level3,B,1.15
s0552,Level3,C,0.38
s0552,Level4,A,7.04
s0552,Level4,B,2.64
s0552,Level4,C,5.13
s0553,Level1,A,1.86
s0553,Level1,B,1.84
s0553,Level1,C,0.83
s0553,Level2,A,2.36
s0553,Level2,B,1.47
s0553,Level2,C,2.61
s0553,Level3,A,1.77
s0553,Level3,B,2.56
s0553,Level3,C,1.15
s0553,Level4,A,11.38
s0553,Level4,B,12.85
s0553,Level4,C,10.4
s0554,Level1,A,1.14
s0554,Level1,B,0.64
s0554,Level1,C,0.94
s0554,Level2,A,0.74
s0554,Level2,B,0.4
s0554,Level2,C,1.02
s0554,Level3,A,0.5
s0554,Level3,B,0.99
s0554,Level3,C,0.32
s0554,Level4,A,3.86
s0554,Level4,B,2.8
s0554,Level4,C,2.59
s0555,Level1,A,0.42
s0555,Level1,B,0.42
s0555,Level1,C,0.19
s0555,Level2,A,0.17
s0555,Level2,B,0.17
s0555,Level2,C,0.22
s0555,Level3,A,0.26
s0555,Level3,B,0.48
s0555,Level3,C,0.24
s0555,Level4,A,2.39
s0555,Level4,B,2.11
s0555,Level4,C,2.54
s0556,Level1,A,0.44
s0556,Level1,B,0.53
s0556,Level1,C,1.07
s0556,Level2,A,0.73
s0556,Level2,B,0.93
s0556,Level2,C,0.62
s0556,Level3,A,0.49
s0556,Level3,B,1.28
s0556,Level3,C,0.21
s0556,Level4,A,5.77
s0556,Level4,B,2.71
s0556,Level4,C,2.01
s0557,Level1,A,0.74
s0557,Level1,B,0.63
s0557,Level1,C,0.77
s0557,Level2,A,0.57
s0557,Level2,B,0.65
s0557,Level2,C,0.68
s0557,Level3,A,0.52
s0557,Level3,B,0.39
s0557,Level3,C,1.11
s0557,Level4,A,3.4
s0557,Level4,B,6.17
s0557,Level4,C,4.29
s0558,Level1,A,0.76
s0558,Level1,B,0.72
s0558,Level1,C,0.54
s0558,Level2,A,0.65
s0558,Level2,B,1.33
s0558,Level2,C,0.93
s0558,Level3,A,0.54
s0558,Level3,B,0.67
s0558,Level3,C,1.46
s0558,Level4,A,5.89
s0558,Level4,B,2.69
s0558,Level4,C,3.24
s0559,Level1,A,0.23
s0559,Level1,B,0.33
s0559,Level1,C,0.48
s0559,Level2,A,0.35
s0559,Level2,B,0.76
s0559,Level2,C,0.46
s0559,Level3,A,0.45
s0559,Level3,B,0.66
s0559,Level3,C,0.44
s0559,Level4,A,2.63
s0559,Level4,B,2.6
s0559,Level4,C,1.18
s0560,Level1,A,0.76
s0560,Level1,B,0.55
s0560,Level1,C,1.26
s0560,Level2,A,0.29
s0560,Level2,B,0.44
s0560,Level2,C,0.58
s0560,Level3,A,0.42
s0560,Level3,B,0.68
s0560,Level3,C,0.41
s0560,Level4,A,2.6
s0560,Level4,B,2.83
s0560,Level4,C,2.44
s0561,Level1,A,0.88
s0561,Level1,B,0.45
s0561,Level1,C,0.78
s0561,Level2,A,1.36
s0561,Level2,B,2.07
s0561,Level2,C,0.37
s0561,Level3,A,0.68
s0561,Level3,B,0.64
s0561,Level3,C,0.73
s0561,Level4,A,5.21
s0561,Level4,B,5.59
s0561,Level4,C,4.26
s0562,Level1,A,0.83
s0562,Level1,B,1.49
s0562,Level1,C,0.99
s0562,Level2,A,1.75
s0562,Level2,B,0.48
s0562,Level2,C,1.86
s0562,Level3,A,0.55
s0562,Level3,B,0.62
s0562,Level3,C,0.64
s0562,Level4,A,3.11
s0562,Level4,B,5.98
s0562,Level4,C,2.9
s0563,Level1,A,0.49
s0563,Level1,B,0.15
s0563,Level1,C,0.23
s0563,Level2,A,0.39
s0563,Level2,B,0.27
s0563,Level2,C,0.32
s0563,Level3,A,0.57
s0563,Level3,B,0.25
s0563,Level3,C,0.27
s0563,Level4,A,1.41
s0563,Level4,B,2.73
s0563,Level4,C,1.5
s0564,Level1,A,0.66
s0564,Level1,B,0.52
s0564,Level1,C,0.57
s0564,Level2,A,0.52
s0564,Level2,B,0.54
s0564,Level2,C,0.72
s0564,Level3,A,0.26
s0564,Level3,B,0.43
s0564,Level3,C,1.34
s0564,Level4,A,4.91
s0564,Level4,B,3.88
s0564,Level4,C,3.54
s0565,Level1,A,0.39
s0565,Level1,B,0.51
s0565,Level1,C,1.08
s0565,Level2,A,0.42
s0565,Level2,B,0.5
s0565,Level2,C,0.34
s0565,Level3,A,0.37
s0565,Level3,B,0.3
s0565,Level3,C,0.46
s0565,Level4,A,4.25
s0565,Level4,B,3.64
s0565,Level4,C,4.04
s0566,Level1,A,0.85
s0566,Level1,B,0.97
s0566,Level1,C,1.28
