Participant,Difficulty,Technique,Rating
s0511,Level2,C,5
s0511,Level3,A,3
s0511,Level3,B,3
s0511,Level3,C,1
s0511,Level4,A,3
s0511,Level4,B,3
s0511,Level4,C,3
s0512,Level1,A,2
s0512,Level1,B,3
s0512,Level1,C,3
s0512,Level2,A,2
s0512,Level2,B,3
s0512,Level2,C,3
s0512,Level3,A,1
s0512,Level3,B,3
s0512,Level3,C,1
s0512,Level4,A,3
s0512,Level4,B,3
s0512,Level4,C,3
s0513,Level1,A,3
s0513,Level1,B,3
s0513,Level1,C,3
s0513,Level2,A,3
s0513,Level2,B,3
s0513,Level2,C,4
s0513,Level3,A,3
s0513,Level3,B,3
s0513,Level3,C,2
s0513,Level4,A,3
s0513,Level4,B,3
s0513,Level4,C,3
s0514,Level1,A,4
s0514,Level1,B,1
s0514,Level1,C,2
s0514,Level2,A,1
s0514,Level2,B,3
s0514,Level2,C,1
s0514,Level3,A,3
s0514,Level3,B,3
s0514,Level3,C,1
s0514,Level4,A,2
s0514,Level4,B,1
s0514,Level4,C,3
s0515,Level1,A,1
s0515,Level1,B,3
s0515,Level1,C,1
s0515,Level2,A,1
s0515,Level2,B,1
s0515,Level2,C,2
s0515,Level3,A,1
s0515,Level3,B,2
s0515,Level3,C,1
s0515,Level4,A,1
s0515,Level4,B,3
s0515,Level4,C,1
s0516,Level1,A,3
s0516,Level1,B,4
s0516,Level1,C,4
s0516,Level2,A,3
s0516,Level2,B,1
s0516,Level2,C,4
s0516,Level3,A,3
s0516,Level3,B,3
s0516,Level3,C,4
s0516,Level4,A,4
s0516,Level4,B,4
s0516,Level4,C,5
s0517,Level1,A,1
s0517,Level1,B,1
s0517,Level1,C,2
s0517,Level2,A,1
s0517,Level2,B,4
s0517,Level2,C,3
s0517,Level3,A,1
s0517,Level3,B,3
s0517,Level3,C,1
s0517,Level4,A,3
s0517,Level4,B,1
s0517,Level4,C,1
s0518,Level1,A,3
s0518,Level1,B,3
s0518,Level1,C,3
s0518,Level2,A,4
s0518,Level2,B,3
s0518,Level2,C,4
s0518,Level3,A,1
s0518,Level3,B,2
s0518,Level3,C,3
s0518,Level4,A,4
s0518,Level4,B,3
s0518,Level4,C,3
s0519,Level1,A,3
s0519,Level1,B,4
s0519,Level1,C,3
s0519,Level2,A,5
s0519,Level2,B,4
s0519,Level2,C,3
s0519,Level3,A,3
s0519,Level3,B,3
s0519,Level3,C,4
s0519,Level4,A,3
s0519,Level4,B,4
s0519,Level4,C,4
s0520,Level1,A,3
s0520,Level1,B,3
s0520,Level1,C,2
s0520,Level2,A,3
s0520,Level2,B,3
s0520,Level2,C,3
s0520,Level3,A,3
s0520,Level3,B,3
s0520,Level3,C,3
s0520,Level4,A,3
s0520,Level4,B,3
s0520,Level4,C,3
s0521,Level1,A,3
s0521,Level1,B,3
s0521,Level1,C,1
s0521,Level2,A,1
s0521,Level2,B,1
s0521,Level2,C,3
s0521,Level3,A,3
s0521,Level3,B,3
s0521,Level3,C,1
s0521,Level4,A,2
s0521,Level4,B,3
s0521,Level4,C,3
s0522,Level1,A,3
s0522,Level1,B,3
s0522,Level1,C,3
s0522,Level2,A,5
s0522,Level2,B,3
s0522,Level2,C,3
s0522,Level3,A,5
s0522,Level3,B,2
s0522,Level3,C,5
s0522,Level4,A,4
s0522,Level4,B,3
s0522,Level4,C,3
s0523,Level1,A,4
s0523,Level1,B,3
s0523,Level1,C,3
s0523,Level2,A,3
s0523,Level2,B,3
s0523,Level2,C,4
s0523,Level3,A,3
s0523,Level3,B,3
s0523,Level3,C,3
s0523,Level4,A,3
s0523,Level4,B,3
s0523,Level4,C,4
s0524,Level1,A,1
s0524,Level1,B,1
s0524,Level1,C,1
s0524,Level2,A,1
s0524,Level2,B,3
s0524,Level2,C,2
s0524,Level3,A,3
s0524,Level3,B,1
s0524,Level3,C,3
s0524,Level4,A,1
s0524,Level4,B,1
s0524,Level4,C,1
s0525,Level1,A,3
s0525,Level1,B,4
s0525,Level1,C,3
s0525,Level2,A,1
s0525,Level2,B,4
s0525,Level2,C,3
s0525,Level3,A,4
s0525,Level3,B,3
s0525,Level3,C,4
s0525,Level4,A,3
s0525,Level4,B,3
s0525,Level4,C,3
s0526,Level1,A,3
s0526,Level1,B,1
s0526,Level1,C,3
s0526,Level2,A,3
s0526,Level2,B,3
s0526,Level2,C,3
s0526,Level3,A,2
s0526,Level3,B,1
s0526,Level3,C,1
s0526,Level4,A,4
s0526,Level4,B,2
s0526,Level4,C,1
s0527,Level1,A,1
s0527,Level1,B,1
s0527,Level1,C,3
s0527,Level2,A,3
s0527,Level2,B,2
s0527,Level2,C,1
s0527,Level3,A,2
s0527,Level3,B,1
s0527,Level3,C,3
s0527,Level4,A,3
s0527,Level4,B,1
s0527,Level4,C,1
s0528,Level1,A,1
s0528,Level1,B,3
s0528,Level1,C,3
s0528,Level2,A,3
s0528,Level2,B,3
s0528,Level2,C,3
s0528,Level3,A,3
s0528,Level3,B,1
s0528,Level3,C,3
s0528,Level4,A,5
s0528,Level4,B,3
s0528,Level4,C,3
s0529,Level1,A,4
s0529,Level1,B,4
s0529,Level1,C,3
s0529,Level2,A,4
s0529,Level2,B,3
s0529,Level2,C,3
s0529,Level3,A,3
s0529,Level3,B,4
s0529,Level3,C,3
s0529,Level4,A,3
s0529,Level4,B,3
s0529,Level4,C,3
s0530,Level1,A,4
s0530,Level1,B,5
s0530,Level1,C,4
s0530,Level2,A,5
s0530,Level2,B,5
s0530,Level2,C,3
s0530,Level3,A,5
s0530,Level3,B,4
s0530,Level3,C,5
s0530,Level4,A,5
s0530,Level4,B,3
s0530,Level4,C,4
s0531,Level1,A,3
s0531,Level1,B,3
s0531,Level1,C,3
s0531,Level2,A,4
s0531,Level2,B,3
s0531,Level2,C,2
s0531,Level3,A,4
s0531,Level3,B,5
s0531,Level3,C,4
s0531,Level4,A,5
s0531,Level4,B,3
s0531,Level4,C,3
s0532,Level1,A,3
s0532,Level1,B,3
s0532,Level1,C,4
s0532,Level2,A,4
s0532,Level2,B,3
s0532,Level2,C,3
s0532,Level3,A,4
s0532,Level3,B,4
s0532,Level3,C,3
s0532,Level4,A,3
s0532,Level4,B,3
s0532,Level4,C,3
s0533,Level1,A,2
s0533,Level1,B,4
s0533,Level1,C,3
s0533,Level2,A,3
s0533,Level2,B,3
s0533,Level2,C,3
s0533,Level3,A,3
s0533,Level3,B,3
s0533,Level3,C,3
s0533,Level4,A,4
s0533,Level4,B,3
s0533,Level4,C,2
s0534,Level1,A,3
s0534,Level1,B,4
s0534,Level1,C,3
s0534,Level2,A,4
s0534,Level2,B,3
s0534,Level2,C,5
s0534,Level3,A,3
s0534,Level3,B,3
s0534,Level3,C,5
s0534,Level4,A,3
s0534,Level4,B,3
s0534,Level4,C,3
s0535,Level1,A,4
s0535,Level1,B,5
s0535,Level1,C,4
s0535,Level2,A,1
s0535,Level2,B,3
s0535,Level2,C,3
s0535,Level3,A,4
s0535,Level3,B,3
s0535,Level3,C,4
s0535,Level4,A,3
s0535,Level4,B,3
s0535,Level4,C,4
s0536,Level1,A,4
s0536,Level1,B,5
s0536,Level1,C,4
s0536,Level2,A,5
s0536,Level2,B,3
s0536,Level2,C,3
s0536,Level3,A,5
s0536,Level3,B,5
s0536,Level3,C,5
s0536,Level4,A,3
s0536,Level4,B,5
s0536,Level4,C,3
s0537,Level1,A,1
s0537,Level1,B,3
s0537,Level1,C,1
s0537,Level2,A,3
s0537,Level2,B,1
s0537,Level2,C,1
s0537,Level3,A,1
s0537,Level3,B,1
s0537,Level3,C,1
s0537,Level4,A,1
s0537,Level4,B,1
s0537,Level4,C,1
s0538,Level1,A,5
s0538,Level1,B,3
s0538,Level1,C,5
s0538,Level2,A,4
s0538,Level2,B,3
s0538,Level2,C,3
s0538,Level3,A,4
s0538,Level3,B,3
s0538,Level3,C,3
s0538,Level4,A,3
s0538,Level4,B,3
s0538,Level4,C,5
s0539,Level1,A,4
s0539,Level1,B,1
s0539,Level1,C,1
s0539,Level2,A,1
s0539,Level2,B,1
s0539,Level2,C,2
s0539,Level3,A,1
s0539,Level3,B,3
s0539,Level3,C,3
s0539,Level4,A,3
s0539,Level4,B,2
s0539,Level4,C,1
s0540,Level1,A,3
s0540,Level1,B,5
s0540,Level1,C,3
s0540,Level2,A,3
s0540,Level2,B,1
s0540,Level2,C,3
s0540,Level3,A,3
s0540,Level3,B,4
s0540,Level3,C,2
s0540,Level4,A,4
s0540,Level4,B,3
s0540,Level4,C,3
s0541,Level1,A,1
s0541,Level1,B,1
s0541,Level1,C,1
s0541,Level2,A,2
s0541,Level2,B,1
s0541,Level2,C,3
s0541,Level3,A,3
s0541,Level3,B,3
s0541,Level3,C,1
s0541,Level4,A,3
s0541,Level4,B,2
s0541,Level4,C,1
s0542,Level1,A,4
s0542,Level1,B,3
s0542,Level1,C,3
s0542,Level2,A,3
s0542,Level2,B,3
s0542,Level2,C,3
s0542,Level3,A,5
s0542,Level3,B,3
s0542,Level3,C,4
s0542,Level4,A,4
s0542,Level4,B,3
s0542,Level4,C,5
s0543,Level1,A,3
s0543,Level1,B,3
s0543,Level1,C,4
s0543,Level2,A,3
s0543,Level2,B,3
s0543,Level2,C,5
s0543,Level3,A,5
s0543,Level3,B,3
s0543,Level3,C,5
s0543,Level4,A,4
s0543,Level4,B,5
s0543,Level4,C,3
s0544,Level1,A,3
s0544,Level1,B,3
s0544,Level1,C,5
s0544,Level2,A,2
s0544,Level2,B,3
s0544,Level2,C,3
s0544,Level3,A,3
s0544,Level3,B,3
s0544,Level3,C,4
s0544,Level4,A,3
s0544,Level4,B,1
s0544,Level4,C,1
s0545,Level1,A,4
s0545,Level1,B,3
s0545,Level1,C,3
s0545,Level2,A,3
s0545,Level2,B,3
s0545,Level2,C,3
s0545,Level3,A,5
s0545,Level3,B,3
s0545,Level3,C,5
s0545,Level4,A,3
s0545,Level4,B,4
s0545,Level4,C,5
s0546,Level1,A,3
s0546,Level1,B,2
s0546,Level1,C,3
s0546,Level2,A,2
s0546,Level2,B,1
s0546,Level2,C,4
s0546,Level3,A,3
s0546,Level3,B,3
s0546,Level3,C,1
s0546,Level4,A,2
s0546,Level4,B,1
s0546,Level4,C,1
s0547,Level1,A,3
s0547,Level1,B,3
s0547,Level1,C,3
s0547,Level2,A,3
s0547,Level2,B,3
s0547,Level2,C,1
s0547,Level3,A,3
s0547,Level3,B,3
s0547,Level3,C,3
s0547,Level4,A,1
s0547,Level4,B,1
s0547,Level4,C,3
s0548,Level1,A,3
s0548,Level1,B,3
s0548,Level1,C,3
s0548,Level2,A,1
s0548,Level2,B,1
s0548,Level2,C,1
s0548,Level3,A,1
s0548,Level3,B,1
s0548,Level3,C,1
s0548,Level4,A,1
s0548,Level4,B,2
s0548,Level4,C,1
s0549,Level1,A,3
s0549,Level1,B,4
s0549,Level1,C,1
s0549,Level2,A,1
s0549,Level2,B,3
s0549,Level2,C,3
s0549,Level3,A,1
s0549,Level3,B,3
s0549,Level3,C,2
s0549,Level4,A,2
s0549,Level4,B,2
s0549,Level4,C,3
s0550,Level1,A,3
s0550,Level1,B,3
s0550,Level1,C,3
s0550,Level2,A,3
s0550,Level2,B,3
s0550,Level2,C,1
s0550,Level3,A,2
s0550,Level3,B,3
s0550,Level3,C,1
s0550,Level4,A,3
s0550,Level4,B,3
s0550,Level4,C,3
s0551,Level1,A,5
s0551,Level1,B,5
s0551,Level1,C,5
s0551,Level2,A,4
s0551,Level2,B,5
s0551,Level2,C,2
s0551,Level3,A,5
s0551,Level3,B,5
s0551,Level3,C,5
s0551,Level4,A,5
s0551,Level4,B,5
s0551,Level4,C,5
s0552,Level1,A,2
s0552,Level1,B,3
s0552,Level1,C,4
s0552,Level2,A,3
s0552,Level2,B,3
s0552,Level2,C,3
s0552,Level3,A,3
s0552,Level3,B,1
s0552,Level3,C,3
s0552,Level4,A,3
s0552,Level4,B,3
s0552,Level4,C,3
s0553,Level1,A,1
s0553,Level1,B,1
s0553,Level1,C,3
s0553,Level2,A,1
s0553,Level2,B,3
s0553,Level2,C,1
s0553,Level3,A,2
s0553,Level3,B,1
s0553,Level3,C,1
s0553,Level4,A,3
s0553,Level4,B,1
s0553,Level4,C,2
s0554,Level1,A,5
s0554,Level1,B,4
s0554,Level1,C,4
s0554,Level2,A,5
s0554,Level2,B,3
s0554,Level2,C,5
s0554,Level3,A,2
s0554,Level3,B,3
s0554,Level3,C,3
s0554,Level4,A,4
s0554,Level4,B,3
s0554,Level4,C,3
s0555,Level1,A,4
s0555,Level1,B,4
s0555,Level1,C,4
s0555,Level2,A,4
s0555,Level2,B,3
s0555,Level2,C,3
s0555,Level3,A,4
s0555,Level3,B,1
s0555,Level3,C,3
s0555,Level4,A,3
s0555,Level4,B,3
s0555,Level4,C,4
s0556,Level1,A,5
s0556,Level1,B,5
s0556,Level1,C,5
s0556,Level2,A,4
s0556,Level2,B,3
s0556,Level2,C,5
s0556,Level3,A,3
s0556,Level3,B,4
s0556,Level3,C,5
s0556,Level4,A,3
s0556,Level4,B,5
s0556,Level4,C,5
s0557,Level1,A,3
s0557,Level1,B,3
s0557,Level1,C,3
s0557,Level2,A,5
s0557,Level2,B,3
s0557,Level2,C,2
s0557,Level3,A,5
s0557,Level3,B,3
s0557,Level3,C,4
s0557,Level4,A,2
s0557,Level4,B,3
s0557,Level4,C,3
s0558,Level1,A,2
s0558,Level1,B,3
s0558,Level1,C,4
s0558,Level2,A,3
s0558,Level2,B,3
s0558,Level2,C,3
s0558,Level3,A,3
s0558,Level3,B,4
s0558,Level3,C,5
s0558,Level4,A,3
s0558,Level4,B,3
s0558,Level4,C,3
s0559,Level1,A,3
s0559,Level1,B,1
s0559,Level1,C,3
s0559,Level2,A,1
s0559,Level2,B,3
s0559,Level2,C,3
s0559,Level3,A,3
s0559,Level3,B,5
s0559,Level3,C,4
s0559,Level4,A,3
s0559,Level4,B,1
s0559,Level4,C,3
s0560,Level1,A,3
s0560,Level1,B,3
s0560,Level1,C,3
s0560,Level2,A,3
s0560,Level2,B,5
s0560,Level2,C,3
s0560,Level3,A,3
s0560,Level3,B,3
s0560,Level3,C,3
s0560,Level4,A,3
s0560,Level4,B,3
s0560,Level4,C,4
s0561,Level1,A,3
s0561,Level1,B,3
s0561,Level1,C,3
s0561,Level2,A,5
s0561,Level2,B,4
s0561,Level2,C,4
s0561,Level3,A,3
s0561,Level3,B,1
s0561,Level3,C,3
s0561,Level4,A,3
s0561,Level4,B,3
s0561,Level4,C,3
s0562,Level1,A,1
s0562,Level1,B,3
s0562,Level1,C,3
s0562,Level2,A,3
s0562,Level2,B,3
s0562,Level2,C,3
s0562,Level3,A,3
s0562,Level3,B,3
s0562,Level3,C,4
s0562,Level4,A,3
s0562,Level4,B,3
s0562,Level4,C,4
s0563,Level1,A,3
s0563,Level1,B,5
s0563,Level1,C,5
s0563,Level2,A,5
s0563,Level2,B,3
s0563,Level2,C,5
s0563,Level3,A,5
s0563,Level3,B,5
s0563,Level3,C,4
s0563,Level4,A,4
s0563,Level4,B,3
s0563,Level4,C,4
s0564,Level1,A,3
s0564,Level1,B,3
s0564,Level1,C,3
s0564,Level2,A,3
s0564,Level2,B,2
s0564,Level2,C,4
s0564,Level3,A,2
s0564,Level3,B,3
s0564,Level3,C,1
s0564,Level4,A,3
s0564,Level4,B,3
s0564,Level4,C,3
s0565,Level1,A,4
s0565,Level1,B,5
s0565,Level1,C,4
s0565,Level2,A,4
s0565,Level2,B,3
s0565,Level2,C,5
s0565,Level3,A,3
s0565,Level3,B,5
s0565,Level3,C,3
s0565,Level4,A,4
s0565,Level4,B,5
s0565,Level4,C,3
s0566,Level1,A,5
s0566,Level1,B,3
s0566,Level1,C,3
s0566,Level2,A,3
s0566,Level2,B,1
s0566,Level2,C,3
s0566,Level3,A,3
s0566,Level3,B,3
s0566,Level3,C,3
s0566,Level4,A,3
s0566,Level4,B,3
s0566,Level4,C,3
s0567,Level1,A,2
s0567,Level1,B,3
s0567,Level1,C,3
s0567,Level2,A,1
s0567,Level2,B,2
s0567,Level2,C,1
s0567,Level3,A,3
s0567,Level3,B,2
s0567,Level3,C,4
s0567,Level4,A,1
s0567,Level4,B,4
s0567,Level4,C,1
s0568,Level1,A,3
s0568,Level1,B,4
s0568,Level1,C,5
s0568,Level2,A,5
s0568,Level2,B,3
s0568,Level2,C,5
s0568,Level3,A,3
s0568,Level3,B,3
s0568,Level3,C,5
s0568,Level4,A,4
s0568,Level4,B,3
s0568,Level4,C,4
s0569,Level1,A,3
s0569,Level1,B,4
s0569,Level1,C,4
s0569,Level2,A,3
s0569,Level2,B,3
s0569,Level2,C,4
s0569,Level3,A,3
s0569,Level3,B,4
s0569,Level3,C,4
s0569,Level4,A,4
s0569,Level4,B,5
s0569,Level4,C,3
s0570,Level1,A,4
s0570,Level1,B,5
s0570,Level1,C,1
s0570,Level2,A,5
s0570,Level2,B,3
s0570,Level2,C,3
s0570,Level3,A,4
s0570,Level3,B,4
s0570,Level3,C,4
s0570,Level4,A,3
s0570,Level4,B,3
s0570,Level4,C,4
s0571,Level1,A,4
s0571,Level1,B,3
s0571,Level1,C,4
s0571,Level2,A,4
s0571,Level2,B,5
s0571,Level2,C,3
s0571,Level3,A,3
s0571,Level3,B,4
s0571,Level3,C,2
s0571,Level4,A,4
s0571,Level4,B,3
s0571,Level4,C,4
s0572,Level1,A,3
s0572,Level1,B,2
s0572,Level1,C,3
s0572,Level2,A,1
s0572,Level2,B,1
s0572,Level2,C,3
s0572,Level3,A,3
s0572,Level3,B,2
s0572,Level3,C,1
s0572,Level4,A,3
s0572,Level4,B,3
s0572,Level4,C,1
s0573,Level1,A,4
s0573,Level1,B,1
s0573,Level1,C,3
s0573,Level2,A,5
s0573,Level2,B,5
s0573,Level2,C,4
s0573,Level3,A,5
s0573,Level3,B,3
s0573,Level3,C,3
s0573,Level4,A,4
s0573,Level4,B,4
s0573,Level4,C,3
s0574,Level1,A,1
s0574,Level1,B,3
s0574,Level1,C,3
s0574,Level2,A,3
s0574,Level2,B,3
s0574,Level2,C,3
s0574,Level3,A,4
s0574,Level3,B,3
s0574,Level3,C,3
s0574,Level4,A,3
s0574,Level4,B,2
s0574,Level4,C,5
s0575,Level1,A,5
s0575,Level1,B,3
s0575,Level1,C,3
s0575,Level2,A,5
s0575,Level2,B,5
s0575,Level2,C,4
s0575,Level3,A,5
s0575,Level3,B,3
s0575,Level3,C,5
s0575,Level4,A,5
s0575,Level4,B,1
s0575,Level4,C,5
s0576,Level1,A,3
s0576,Level1,B,4
s0576,Level1,C,3
s0576,Level2,A,3
s0576,Level2,B,3
s0576,Level2,C,3
s0576,Level3,A,3
s0576,Level3,B,3
s0576,Level3,C,4
s0576,Level4,A,5
s0576,Level4,B,3
s0576,Level4,C,4
s0577,Level1,A,5
s0577,Level1,B,1
s0577,Level1,C,3
s0577,Level2,A,3
s0577,Level2,B,4
s0577,Level2,C,3
s0577,Level3,A,4
s0577,Level3,B,3
s0577,Level3,C,4
s0577,Level4,A,3
s0577,Level4,B,4
s0577,Level4,C,3
s0578,Level1,A,1
s0578,Level1,B,2
s0578,Level1,C,3
s0578,Level2,A,1
s0578,Level2,B,3
s0578,Level2,C,1
s0578,Level3,A,2
s0578,Level3,B,3
s0578,Level3,C,3
s0578,Level4,A,5
s0578,Level4,B,3
s0578,Level4,C,3
s0579,Level1,A,4
s0579,Level1,B,3
s0579,Level1,C,4
s0579,Level2,A,3
s0579,Level2,B,5
s0579,Level2,C,5
s0579,Level3,A,4
s0579,Level3,B,5
s0579,Level3,C,5
s0579,Level4,A,5
s0579,Level4,B,3
s0579,Level4,C,5
s0580,Level1,A,3
s0580,Level1,B,3
s0580,Level1,C,4
s0580,Level2,A,3
s0580,Level2,B,3
s0580,Level2,C,2
s0580,Level3,A,1
s0580,Level3,B,1
s0580,Level3,C,3
s0580,Level4,A,3
s0580,Level4,B,3
s0580,Level4,C,3
s0581,Level1,A,3
s0581,Level1,B,4
s0581,Level1,C,5
s0581,Level2,A,3
s0581,Level2,B,4
s0581,Level2,C,5
s0581,Level3,A,5
s0581,Level3,B,5
s0581,Level3,C,4
s0581,Level4,A,5
s0581,Level4,B,4
s0581,Level4,C,1
s0582,Level1,A,3
s0582,Level1,B,4
s0582,Level1,C,5
s0582,Level2,A,3
s0582,Level2,B,3
s0582,Level2,C,1
s0582,Level3,A,3
s0582,Level3,B,2
s0582,Level3,C,4
s0582,Level4,A,4
s0582,Level4,B,4
s0582,Level4,C,3
s0583,Level1,A,3
s0583,Level1,B,3
s0583,Level1,C,3
s0583,Level2,A,1
s0583,Level2,B,4
s0583,Level2,C,1
s0583,Level3,A,3
s0583,Level3,B,3
s0583,Level3,C,3
s0583,Level4,A,3
s0583,Level4,B,2
s0583,Level4,C,3
s0584,Level1,A,1
s0584,Level1,B,3
s0584,Level1,C,1
s0584,Level2,A,3
s0584,Level2,B,5
s0584,Level2,C,1
s0584,Level3,A,3
s0584,Level3,B,3
s0584,Level3,C,3
s0584,Level4,A,3
s0584,Level4,B,3
s0584,Level4,C,3
s0585,Level1,A,3
s0585,Level1,B,1
s0585,Level1,C,1
s0585,Level2,A,3
s0585,Level2,B,3
s0585,Level2,C,3
s0585,Level3,A,4
s0585,Level3,B,3
s0585,Level3,C,3
s0585,Level4,A,1
s0585,Level4,B,1
s0585,Level4,C,3
s0586,Level1,A,1
s0586,Level1,B,1
s0586,Level1,C,1
s0586,Level2,A,1
s0586,Level2,B,2
s0586,Level2,C,3
s0586,Level3,A,1
s0586,Level3,B,3
s0586,Level3,C,3
s0586,Level4,A,3
s0586,Level4,B,2
s0586,Level4,C,3
s0587,Level1,A,3
s0587,Level1,B,3
s0587,Level1,C,2
s0587,Level2,A,5
s0587,Level2,B,3
s0587,Level2,C,1
s0587,Level3,A,5
s0587,Level3,B,3
s0587,Level3,C,3
s0587,Level4,A,1
s0587,Level4,B,3
s0587,Level4,C,3
s0588,Level1,A,4
s0588,Level1,B,1
s0588,Level1,C,1
s0588,Level2,A,1
s0588,Level2,B,1
s0588,Level2,C,1
s0588,Level3,A,1
s0588,Level3,B,3
s0588,Level3,C,3
s0588,Level4,A,3
s0588,Level4,B,1
s0588,Level4,C,1
s0589,Level1,A,1
s0589,Level1,B,1
s0589,Level1,C,1
s0589,Level2,A,3
s0589,Level2,B,1
s0589,Level2,C,1
s0589,Level3,A,1
s0589,Level3,B,2
s0589,Level3,C,1
s0589,Level4,A,1
s0589,Level4,B,1
s0589,Level4,C,1
s0590,Level1,A,3
s0590,Level1,B,3
s0590,Level1,C,3
s0590,Level2,A,4
s0590,Level2,B,3
s0590,Level2,C,3
s0590,Level3,A,4
s0590,Level3,B,3
s0590,Level3,C,4
s0590,Level4,A,3
s0590,Level4,B,4
s0590,Level4,C,3
s0591,Level1,A,5
s0591,Level1,B,5
s0591,Level1,C,5
s0591,Level2,A,3
s0591,Level2,B,4
s0591,Level2,C,5
s0591,Level3,A,4
s0591,Level3,B,3
s0591,Level3,C,5
s0591,Level4,A,3
s0591,Level4,B,4
s0591,Level4,C,5
s0592,Level1,A,4
s0592,Level1,B,3
s0592,Level1,C,3
s0592,Level2,A,3
s0592,Level2,B,4
s0592,Level2,C,3
s0592,Level3,A,3
s0592,Level3,B,3
s0592,Level3,C,4
s0592,Level4,A,3
s0592,Level4,B,3
s0592,Level4,C,5
s0593,Level1,A,3
s0593,Level1,B,4
s0593,Level1,C,3
s0593,Level2,A,4
s0593,Level2,B,3
s0593,Level2,C,3
s0593,Level3,A,3
s0593,Level3,B,3
s0593,Level3,C,3
s0593,Level4,A,5
s0593,Level4,B,5
s0593,Level4,C,3
s0594,Level1,A,5
s0594,Level1,B,3
s0594,Level1,C,3
s0594,Level2,A,1
s0594,Level2,B,3
s0594,Level2,C,4
s0594,Level3,A,5
s0594,Level3,B,3
s0594,Level3,C,1
s0594,Level4,A,5
s0594,Level4,B,1
s0594,Level4,C,3
s0595,Level1,A,3
s0595,Level1,B,3
s0595,Level1,C,3
s0595,Level2,A,3
s0595,Level2,B,3
s0595,Level2,C,5
s0595,Level3,A,1
s0595,Level3,B,3
s0595,Level3,C,5
s0595,Level4,A,3
s0595,Level4,B,4
s0595,Level4,C,3
s0596,Level1,A,3
s0596,Level1,B,5
s0596,Level1,C,4
s0596,Level2,A,3
s0596,Level2,B,3
s0596,Level2,C,4
s0596,Level3,A,3
s0596,Level3,B,5
s0596,Level3,C,5
s0596,Level4,A,5
s0596,Level4,B,3
s0596,Level4,C,3
s0597,Level1,A,3
s0597,Level1,B,3
s0597,Level1,C,3
s0597,Level2,A,5
s0597,Level2,B,4
s0597,Level2,C,3
s0597,Level3,A,4
s0597,Level3,B,4
s0597,Level3,C,4
s0597,Level4,A,3
s0597,Level4,B,4
s0597,Level4,C,4
s0598,Level1,A,1
s0598,Level1,B,3
s0598,Level1,C,1
s0598,Level2,A,1
s0598,Level2,B,1
s0598,Level2,C,1
s0598,Level3,A,2
s0598,Level3,B,1
s0598,Level3,C,1
s0598,Level4,A,1
s0598,Level4,B,3
s0598,Level4,C,3
s0599,Level1,A,4
s0599,Level1,B,5
s0599,Level1,C,4
s0599,Level2,A,4
s0599,Level2,B,3
s0599,Level2,C,5
s0599,Level3,A,5
s0599,Level3,B,4
s0599,Level3,C,3
s0599,Level4,A,4
s0599,Level4,B,3
s0599,Level4,C,5
s0600,Level1,A,3
s0600,Level1,B,3
s0600,Level1,C,1
s0600,Level2,A,2
s0600,Level2,B,3
s0600,Level2,C,3
s0600,Level3,A,3
s0600,Level3,B,3
s0600,Level3,C,4
s0600,Level4,A,4
s0600,Level4,B,4
s0600,Level4,C,3
s0601,Level1,A,5
s0601,Level1,B,5
s0601,Level1,C,5
s0601,Level2,A,3
s0601,Level2,B,4
s0601,Level2,C,3
s0601,Level3,A,5
s0601,Level3,B,5
s0601,Level3,C,3
s0601,Level4,A,4
s0601,Level4,B,4
s0601,Level4,C,3
s0602,Level1,A,4
s0602,Level1,B,4
s0602,Level1,C,3
s0602,Level2,A,5
s0602,Level2,B,5
s0602,Level2,C,4
s0602,Level3,A,3
s0602,Level3,B,5
s0602,Level3,C,3
s0602,Level4,A,3
s0602,Level4,B,3
s0602,Level4,C,3
s0603,Level1,A,3
s0603,Level1,B,3
s0603,Level1,C,3
s0603,Level2,A,3
s0603,Level2,B,3
s0603,Level2,C,3
s0603,Level3,A,2
s0603,Level3,B,3
s0603,Level3,C,3
s0603,Level4,A,3
s0603,Level4,B,4
s0603,Level4,C,1
s0604,Level1,A,4
s0604,Level1,B,1
s0604,Level1,C,5
s0604,Level2,A,3
s0604,Level2,B,4
s0604,Level2,C,5
s0604,Level3,A,3
s0604,Level3,B,5
s0604,Level3,C,5
s0604,Level4,A,3
s0604,Level4,B,5
s0604,Level4,C,3
s0605,Level1,A,3
s0605,Level1,B,3
s0605,Level1,C,5
s0605,Level2,A,3
s0605,Level2,B,3
s0605,Level2,C,3
s0605,Level3,A,3
s0605,Level3,B,3
s0605,Level3,C,3
s0605,Level4,A,4
s0605,Level4,B,2
s0605,Level4,C,3
s0606,Level1,A,5
s0606,Level1,B,5
s0606,Level1,C,3
s0606,Level2,A,5
s0606,Level2,B,3
s0606,Level2,C,3
s0606,Level3,A,3
s0606,Level3,B,3
s0606,Level3,C,4
s0606,Level4,A,3
s0606,Level4,B,4
s0606,Level4,C,3
s0607,Level1,A,3
s0607,Level1,B,2
s0607,Level1,C,3
s0607,Level2,A,4
s0607,Level2,B,3
s0607,Level2,C,5
s0607,Level3,A,4
s0607,Level3,B,4
s0607,Level3,C,3
s0607,Level4,A,3
s0607,Level4,B,3
s0607,Level4,C,5
s0608,Level1,A,3
s0608,Level1,B,2
s0608,Level1,C,1
s0608,Level2,A,3
s0608,Level2,B,1
s0608,Level2,C,1
